,acc. date,type,operator,fat.,location,dmg
4659,30 Aug 1990,Antonov An-2,Aeroflot,0,Livny,non
4660,30 Aug 1990,Yakovlev Yak-42,Aeroflot,0,Voronezh Airport (VOZ',non
4661,2 Sep 1990,unknown,Aeroflot,0,Frunze Airport,unk
4662,6 Sep 1990,Embraer EMB-110P1K Bandeirante,Force Aérienne Gabonaises,n/a,near Moabi,w/o
4663,9 Sep 1990,Yakovlev Yak-40K,"Aeroflot, Kazakstan Civil Aviation Directorate",0,Pavlodar Airport (PWQ),w/o
4664,9 Sep 1990,Yakovlev Yak-40,"Aeroflot, Kazakstan Civil Aviation Directorate",0,Pavlodar Airport (PWQ),w/o
4665,10 Sep 1990,Convair CV-240-23,Aerochago Airlines,2,"W off Mayagüez, San Juan [Caribbean Sea]",mis
4666,11 Sep 1990,Morane Saulnier MS.760B Paris II,Stonewall Transport,2,"near Albuquerque, NM",dst
4667,11 Sep 1990,Boeing 727-247,Faucett Perú,16,"290 km SE off Newfoundland, Canada",mis
4668,12 Sep 1990,Ilyushin Il-14P,"Aeroflot, Central Region Civil Aviation Directorate",0,353 km from Mirny Ice Station,w/o
4669,13 Sep 1990,Boeing 737,Indian Airlines,0,Bangalore-Hindustan Airport (BLR),non
4670,14 Sep 1990,Cessna 208 Caravan I,Placido Ramirez Buitrago,2,Pereira-Matecaña Airport (PEI),sub
4671,14 Sep 1990,Yakovlev Yak-42,"Aeroflot, North Kavkaz Civil Aviation Directorate",4,"1,7 km W of Sverdlovsk-Koltsovo Airport (SVX)",w/o
4672,16 Sep 1990,Howard Cargo Harpoon,Confederate Air Force,0,"Conroe-Montgomery County Airport, TX (CXO)",dst
4673,16 Sep 1990,Learjet 24A,Connie Kalitta Services,0,"Morristown-Moore-Murrell Airport, TN (MOR)",sub
4674,20 Sep 1990,Embraer EMB-110P1 Bandeirante,Governo do Estado de Pernambuco,12,"off Fernando de Noronha Airport, FN (FEN)",dst
4675,20 Sep 1990,Boeing 707-321B,Omega Air Inc,1,"Marana-Pinal Air Park, AZ (MZJ)",dst
4676,20 Sep 1990,Antonov An-2R,Aero Manu,0,Saylla Chico,w/o
4677,21 Sep 1990,Boeing 707-336C,Air Hong Kong,0,"Sydney-Kingsford Smith International Airport, NSW (SYD)",sub
4678,24 Sep 1990,Beechcraft Tp 101 (200C Super King Air),Svensk Flygvapnet (Swedish Air Force),2,5 km NNW of Halmstad Airport (HAD),dst
4679,24 Sep 1990,Cessna 500 Citation I,Hi-Tech Helicopters,4,"ca 3 km NW of San Luis Obispo-County Airport, CA (SBP)",dst
4680,25 Sep 1990,Lockheed P-3C Orion,United States Navy,0,"Crows Landing-Aux Field, CA (NRC)",w/o
4681,25 Sep 1990,unknown,Aeroflot,0,Arkhangelsk-Talaghy Airport (ARH),non
4682,29 Sep 1990,Lockheed PV-2D Harpoon,Douglas M. Lacey,8,"Lakeport, CA",dst
4683,30 Sep 1990,Lockheed P-2H Neptune,Black Hills Aviation,2,"near Wynoochee Dam, WA",w/o
4684,2 Oct 1990,Boeing 757-21B,China Southern Airlines,46+82,Guangzhou-Baiyun Airport (CAN),w/o
4685,2 Oct 1990,Boeing 737-247,Xiamen Airlines,82+46,Guangzhou-Baiyun Airport (CAN),dst
4686,2 Oct 1990,Boeing 707-3J6B,China Southwest Airlines,0,Guangzhou-Baiyun Airport (CAN),w/o
4687,4 Oct 1990,Fokker F-27 Friendship 600,Iran Aseman Airlines,0,Ramsar Airport (RZR),sub
4688,5 Oct 1990,Yakovlev Yak-40,Aeroflot,0,Helsinki-Vantaa Airport (HEL),non
4689,7 Oct 1990,Antonov An-24,Aeroflot,0,Kotlas Airport (KSZ),non
4690,8 Oct 1990,IRMA/Britten-Norman BN-2A Islander,Force Aérienne Rwandaise,n/a,near Kigali Airport (KGL),w/o
4691,10 Oct 1990,Hawker Siddeley HS-748-234 Srs. 2A,Bouraq Indonesia Airlines,0,Tarakan-Juwata Airport (TRK),min
4692,10 Oct 1990,Antonov An-8,MAP Novosibirsk APO,9,4 km from Novosibirsk-Yeltsovka Airport,w/o
4693,11 Oct 1990,Grumman G-159 Gulfstream I,Celanese Mexicana,0,Zacapú Airport,w/o
4694,12 Oct 1990,Let L-410UVP,Aeroflot / Ukraine,0,Odessa-Central Airport (ODS),w/o
4695,19 Oct 1990,Douglas C-47B-40-DK (DC-3),Bolivian Air Flight International-BAFIN,3,"Huayna Potosí Mountain, Los Novios Peak",dst
4696,20 Oct 1990,Tupolev Tu-154B-1,Aeroflot / Georgia,0,Kutaisi Airport (KUT),w/o
4697,24 Oct 1990,Yakovlev Yak-40S2,Cubana de Aviación,11,4 km E of Santiago-Antonio Maceo Airport (SCU),dst
4698,28 Oct 1990,Dassault Falcon 50,Dow Chemical Company,0,"near Parkersburg, WV",sub
4699,29 Oct 1990,de Havilland Canada DHC-6 Twin Otter 100,Royal Norwegian Air Force - RNoAF,3,Honningsvåg-Valan Airport (HVG),w/o
4700,2 Nov 1990,Antonov An-26B,"Aeroflot, East Siberia Civil Aviation Directorate",n/a,Nyurba,w/o
4701,4 Nov 1990,IRMA/Britten-Norman BN-2B-21 Islander,Aero Bellavista,0,La Escalera,w/o
4702,8 Nov 1990,Swearingen SA227-AC Metro III,Comair/Delta Connection,0,"Cincinnati/Northern Kentucky Airport, KY (CVG)",w/o
4703,10 Nov 1990,Airbus A300,Thai Airways International,0,Calcutta-Netaji Subhas Chandra Airport (CCU),non
4704,12 Nov 1990,Tupolev Tu-154,Aeroflot,0,Minsk-1 International Airport (MHP),non
4705,12 Nov 1990,de Havilland Canada C-115 Buffalo (DHC-5),Força Aérea Brasileira - FAB,9,"Rio de Janeiro-Galeão International Airport, RJ (GIG)",dst
4706,14 Nov 1990,McDonnell Douglas DC-9-32,Alitalia,46,Stadlerberg,dst
4707,15 Nov 1990,Britten-Norman BN-2A Islander,Pacific Missionary Aviation,0,off Pohnpei,w/o
4708,15 Nov 1990,Tupolev Tu-134,Aeroflot,0,Helsinki-Vantaa Airport (HEL),non
4709,16 Nov 1990,Boeing 727-2J0,Air Jamaica,0,Curaçao-Hato International Airport (CUR),sub
4710,16 Nov 1990,Tupolev Tu-134,Aeroflot,0,Tallinn-Ülemiste Airport (TLL),non
4711,17 Nov 1990,Tupolev Tu-154M,"Aeroflot, International Civil Aviation Directorate",0,near Velichovsky,dst
4712,18 Nov 1990,CASA C-212 Aviocar 200,SATENA,16,"Cerro San Nicolás, 112 km SW of Medellin",dst
4713,21 Nov 1990,Morane Saulnier (FMA) MS.760A Paris IA,Fuerza Aérea Argentina - FAA,0,"Manantiales, MD",w/o
4714,21 Nov 1990,Beechcraft 200 Super King Air,GSW Charterflug,3,32 km W of Innsbruck-Kranebitten Airport (INN),w/o
4715,21 Nov 1990,Ilyushin Il-62,"Aeroflot, Domodedovo Civil Aviation Production Ass'n",0,Yakutsk-Magan Airport,dst
4716,21 Nov 1990,Fokker F-27 Friendship 600,Libyan Red Crescent,0,Al Abraq Air Base (LAQ),w/o
4717,21 Nov 1990,de Havilland Canada DHC-8-103,Bangkok Airways,38,5 km SW of Koh Samui Airport (USM),dst
4718,26 Nov 1990,Antonov An-12,Soviet Air Force,8,Alma-Ata Airport (ALA),w/o
4719,29 Nov 1990,Tupolev Tu-134,Aeroflot,0,Syktyvkar Airport (SCW),non
4720,29 Nov 1990,Cessna 550 Citation S/II,Executive Jet Aviation,0,"Sebring Air Terminal, FL (SEF)",sub
4721,29 Nov 1990,Nord 262C-62,Force Aérienne Gabonaises,n/a,near Libreville,w/o
4722,30 Nov 1990,Yakovlev Yak-40,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",0,Dikson Airport (DKS),sub
4723,1 Dec 1990,de Havilland Canada DHC-6 Twin Otter 300,National Iranian Oil Company - NIOC,3,southern Iran,w/o
4724,2 Dec 1990,Rockwell 1121 Jet Commander,Fair Sky Corp.,n/a,Punta Del Este Airport (PDP),w/o
4725,2 Dec 1990,Tupolev Tu-154,Aeroflot,0,Leningrad-Pulkovo Airport (LED),non
4726,3 Dec 1990,Boeing 727-251,Northwest Airlines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",sub
4727,3 Dec 1990,Douglas DC-9-14,Northwest Airlines,8,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",dst
4728,4 Dec 1990,Douglas AC-47 (DC-3),Fuerza Aérea Salvadoreña,5,near Chalatenango,w/o
4729,4 Dec 1990,Boeing 707-321C,Sudania Air Cargo,10,5 km SW of Nairobi-Jomo Kenyatta International Airport (NBO),w/o
4730,6 Dec 1990,unknown,CAAC,0,Guangzhou-Baiyun Airport (CAN),non
4731,8 Dec 1990,Douglas C-47D (DC-3),SAVCO - Servicios Aéreos Virgen de Copacabana,1,Cochabamba-J Wilsterman Airport (CBB),w/o
4732,11 Dec 1990,Yakovlev Yak-40,Aeroflot,0,Tbilisi Airport (TBS),non
4733,12 Dec 1990,Antonov An-12,MAP Kiev MSZ,0,12 km NW of Kiev,w/o
4734,14 Dec 1990,Antonov An-24B,"Aeroflot, Far East Civil Aviation Directorate",0,Shakhtersk Airport,w/o
4735,15 Dec 1990,Embraer EMB-110P1 Bandeirante,AIRES Colombia,0,Villa Garzón Airport (VGZ),dst
4736,15 Dec 1990,Douglas DC-6B,Frigorifico Santa Rita,0,San Ignace,w/o
4737,21 Dec 1990,Tupolev Tu-154,Aeroflot,0,Volgograd Airport (VOG),non
4738,21 Dec 1990,Cessna 208 Caravan I,MarkAir Express,1,"near False Pass, AK",dst
4739,23 Dec 1990,British Aerospace ATP,Manx Airlines,0,Isle Of Man-Ronaldsway Airport (IOM),sub
4740,24 Dec 1990,Ilyushin Il-86,Aeroflot,0,Adler/Sochi Airport (AER),non
4741,28 Dec 1990,Boeing 737,Air Algérie,0,Annaba Airport (AAE),non
4742,31 Dec 1990,GAF Nomad N.24A,Sydney Skydivers,0,"Corowa Airport, NSW (CWW)",sub
4743,1 Jan 1970,Antonov An-2P,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",5,unknown,w/o
4744,1 Jan 1970,Antonov An-2T,Luftstreitkräfte der NVA,0,Straussberg ?,w/o
4745,1 Jan 1970,de Havilland Canada DHC-6 Twin Otter 300,Zimex Aviation,n/a,unknown,w/o
4746,1 Jan 1970,CASA C-212 Aviocar 200,Armada de Mexico - Fuerza Aeronaval,n/a,unknown,w/o
4747,1 Jan 1970,Cessna U-27A Caravan I,Liberian Army Air Reconnaissance Unit,n/a,unknown,w/o
4748,4 Jan 1991,Douglas DC-3,Aeromarket Express,0,Palma de Mallorca Airport (PMI),w/o
4749,7 Jan 1991,McDonnell Douglas DC-8,Faucett Perú,1,Lima International Airport (LIM),non
4750,10 Jan 1991,Boeing 707-3K1C,Romavia,0,Bucharest-Otopeni International Airport (OTP),w/o
4751,10 Jan 1991,CASA C-212 Aviocar 200,Marina Venezolana,22,ca 40 km SW of Mérida-A Carnevalli Airport (MRD),dst
4752,10 Jan 1991,de Havilland Canada DHC-6 Twin Otter 200,Sabourin Lake Airways,0,"Little Vermillion Lake, ON",sub
4753,11 Jan 1991,Beechcraft 200 Super King Air,United Executive Jet,0,"Vichy-Rolla National Airport, MO (VIH)",sub
4754,11 Jan 1991,Learjet 25C,Belair Táxi Aéreo,5,"near Belo Horizonte, MG",w/o
4755,12 Jan 1991,Dornier Do 28D-1 Skyservant,Adikarto Printindo,0,Palembang Airport (PLM),sub
4756,12 Jan 1991,Tupolev Tu-134AK,Vietnam Airlines,0,Ho Chi Minh City-Tan Son Nhat International Airport (SGN),sub
4757,16 Jan 1991,Swearingen SA226-TC Metro II,Muk Air Taxi,0,Kobenhavn-Kastrup Airport (CPH),w/o
4758,18 Jan 1991,Ilyushin Il-76MD,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Tuz Khurmatu Air Base,w/o
4759,18 Jan 1991,Ilyushin Il-76MD,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Qadisiyah Air Base (IQA),w/o
4760,21 Jan 1991,Tupolev Tu-154,Aeroflot,0,Bourgas Airport (BOJ),non
4761,29 Jan 1991,Antonov An-24V,Iraqi Airways,0,Al Bakr-Balad Southeast Airport (XQC),w/o
4762,30 Jan 1991,CASA/IPTN NC-212 Aviocar 200,Merpati Nusantara Airlines,1,60 km E of Gorontalo-Jalaluddin Airport (GTO),w/o
4763,30 Jan 1991,British Aerospace 3101 Jetstream 31,USAir Express,0,"Beckley Airport, WV (BKW)",dst
4764,31 Jan 1991,Dassault Falcon 20F,Islamic Republic of Iran Army - IRIAA,n/a,unknown,w/o
4765,31 Jan 1991,Lockheed AC-130H Spectre,United States Air Force - USAF,14,near Ras Al Khafji,w/o
4766,1 Feb 1991,Fairchild SA227-AC Metro III,SkyWest Airlines,12+22,"Los Angeles International Airport, CA (LAX)",dst
4767,1 Feb 1991,Boeing 737-3B7,USAir,22+12,"Los Angeles International Airport, CA (LAX)",dst
4768,5 Feb 1991,Lockheed C-130H Hercules,Elleniki Polemikí Aeroporía,63,24 km WSW of Volos-Néa Anchialos Airport (VOL),dst
4769,5 Feb 1991,Antonov An-12,Air Guinée,0,Monrovia,w/o
4770,6 Feb 1991,Boeing KC-135E Stratotanker,United States Air Force - USAF,0,near Jeddah,sub
4771,7 Feb 1991,British Aerospace BAe-748-314 Srs. 2A,Tanzanian People's Defence Force,0,Dar es Salaam International Airport (DAR),w/o
4772,8 Feb 1991,Beechcraft 200 Super King Air,Business Express,2,4 km from Épinal-Mirecourt Airport (EPL),w/o
4773,8 Feb 1991,Cessna 208B Grand Caravan,Provincial Express,1,"137 km N of Goose Bay, NL",dst
4774,10 Feb 1991,Boeing 737,Southwest Airlines,0,"San Diego International Airport, CA (SAN)",non
4775,10 Feb 1991,Douglas C-118A (DC-6),Air Colombia,0,16 km from Bogotá-Eldorado Airport (BOG),w/o
4776,11 Feb 1991,North American Rockwell Sabreliner 60,TVA - Travel Air SA,11,42 km S of Chihuahua Airport (CUU),dst
4777,13 Feb 1991,Tupolev Tu-134,Aeroflot,0,Tbilisi Airport (TBS),non
4778,13 Feb 1991,Learjet 35A,Richmor Aviation,3,"1,6 km N of Aspen Airport, CO (ASE)",dst
4779,14 Feb 1991,Boeing 737-282 Adv.,TAP Air Portugal,0,Funchal Airport (FNC),sub
4780,14 Feb 1991,de Havilland Canada DHC-6 Twin Otter 300,Fuerza Aérea Ecuatoriana,22,34 km W of Taisha,w/o
4781,14 Feb 1991,Antonov An-2P,Aero Manu,0,near Iquitos,w/o
4782,15 Feb 1991,Airbus A300C4-620,Kuwait Airways,0,Mosul Airport (OSM),w/o
4783,15 Feb 1991,Dassault Falcon 20F,Islamic Republic of Iran Army - IRIAA,n/a,unknown,w/o
4784,15 Feb 1991,Airbus A300C4-620,Kuwait Airways,0,Mosul Airport (OSM),w/o
4785,17 Feb 1991,McDonnell Douglas DC-9-15RC,Ryan International Airlines,2,"Cleveland-Hopkins International Airport, OH (CLE)",dst
4786,18 Feb 1991,McDonnell Douglas DC-9-32CF,Kuwait Air Force,0,Kuwait International Airport (KWI),w/o
4787,18 Feb 1991,de Havilland Canada DHC-6 Twin Otter 300,ACES - Aerolineas Centrales de Colombia,0,Otú Airport (OTU),w/o
4788,18 Feb 1991,Boeing 747-136,British Airways,0,Kuwait International Airport (KWI),w/o
4789,20 Feb 1991,British Aerospace BAe-146-200A,LAN Chile,20,Puerto Williams Airport (WPU),dst
4790,22 Feb 1991,Antonov An-26,Força Aérea Popular de Angola,47,near Cazombo,w/o
4791,23 Feb 1991,IAI 1123 Westwind,Aerolineas Marcos,0,"Avon Park Municipal Airport, FL (AVO)",w/o
4792,25 Feb 1991,Embraer EMB-110C Bandeirante,Transporte Aéreo Militar Uruguayo - TAMU,0,11 km from Montevideo,dst
4793,27 Feb 1991,Antonov An-12BP,Iraqi Airways,0,Shaykh Mazhar Air Base,w/o
4794,27 Feb 1991,Lockheed L-100-30 Hercules,Kuwait Air Force,0,Shayka Mayhar Air Base,w/o
4795,28 Feb 1991,Learjet U-36A,Japan Maritime Self Defence Force - JMSDF,5,off Shikoku Island,w/o
4796,1 Jan 1970,Boeing 767-269,Kuwait Airways,0,Mosul Airport (OSM),w/o
4797,1 Jan 1970,Boeing 767-269,Kuwait Airways,0,Mosul Airport (OSM),w/o
4798,1 Jan 1970,Tupolev Tu-124V,Iraqi Airways,0,Baghdad-Saddam International Airport (SDA),w/o
4799,1 Jan 1970,Gulfstream Aerospace G-1159A Gulfstream III,Iraqi Government,0,Baghdad,w/o
4800,1 Jan 1970,Gulfstream Aerospace G-1159A Gulfstream III,Iraqi Government,0,Baghdad,w/o
4801,1 Jan 1970,British Aerospace BAe-125-700B,Iraqi Government,0,Baghdad-Al Muthana Airport (BGW),w/o
4802,1 Jan 1970,Tupolev Tu-124V,Iraqi Airways,0,Baghdad-Saddam International Airport (SDA),w/o
4803,3 Mar 1991,Rockwell CT-39G Sabreliner,United States Navy,3,"1,5 km SE of Glenview Naval Air Station, IL (NBU)",w/o
4804,3 Mar 1991,Boeing 737-291,United Airlines,25,"6,4 km S of Colorado Springs, CO",dst
4805,4 Mar 1991,Antonov An-24,Aeroflot,1,Leningrad-Pulkovo Airport (LED),min
4806,5 Mar 1991,McDonnell Douglas DC-9-32,Linea Aeropostal Venezolana - LAV,45,27 km NE of Valera,dst
4807,6 Mar 1991,Embraer EMB-110 Bandeirante,TABA - Transportes Aéreos da Bacia Amazônica,0,unknown,unk
4808,6 Mar 1991,CASA C-212 Aviocar 100,Ejército del Aire,5,near Pinofranque,w/o
4809,9 Mar 1991,Boeing 767-219ER,Air New Zealand,0,Nadi International Airport (NAN),sub
4810,12 Mar 1991,McDonnell Douglas DC-8-62H-AF,Air Transport International - ATI,0,"New York-John F. Kennedy International Airport, NY (JFK)",dst
4811,14 Mar 1991,Yakovlev Yak-42,Aeroflot,0,Moscow,non
4812,15 Mar 1991,Learjet 35A,Líder Táxi Aéreo,0,"Uberlândia-Eduardo Gomes Airport, MG (UDI)",w/o
4813,16 Mar 1991,Hawker Siddeley HS-125-1A,Prestige Tours,10,"15 km NE of San Diego-Brown Field Municipal Airport, CA (SDM)",dst
4814,16 Mar 1991,Lockheed L-100-30 Hercules,Transafrik,9,32 km from Malanje,w/o
4815,18 Mar 1991,Ilyushin Il-86,Aeroflot,0,near Sverdlovsk,unk
4816,18 Mar 1991,Learjet 25D,Air Conesul Táxi Aéreo,4,"8 km from Brasília International Airport, DF (BSB)",w/o
4817,21 Mar 1991,Lockheed P-3C Orion,United States Navy,13+14,"NW off San Diego, CA",w/o
4818,21 Mar 1991,Lockheed P-3C Orion,United States Navy,14+13,"NW off San Diego, CA",w/o
4819,21 Mar 1991,Lockheed C-130H Hercules,Royal Saudi Air Force - RSAF,98,near Rash Mishab,w/o
4820,23 Mar 1991,Fairchild FH-227B,Transport Aérien Transrégional - TAT,0,Dinard-Pleurtuit Airport (DNR),w/o
4821,23 Mar 1991,Antonov An-24RV,Aeroflot / Uzbekistan,34,Navoi Airport (NVI),dst
4822,24 Mar 1991,North American Sabreliner 40,Servicios Aéreos de Los Angeles,0,Puebla/Huejotzingo Airport (PBC),w/o
4823,25 Mar 1991,Airbus A310-324,Singapore Airlines,4,Singapore-Changi Airport (SIN),non
4824,25 Mar 1991,IAI Arava 202,Aviación del Ejército Ecuatoriana - AEE,2,near Macas,w/o
4825,25 Mar 1991,Fokker F-27 Friendship 200,Sudan Airways,0,Khartoum-Civil Airport (KRT),w/o
4826,25 Mar 1991,Hindustan Aeronautics Ltd. HAL-748-LFD Srs. 2M,Indian Air Force - IAF,28,Yelahanka Air Station,dst
4827,25 Mar 1991,Boeing 707-385C,Ethiopian Airlines,0,Asmara International Airport (ASM),w/o
4828,28 Mar 1991,Tupolev Tu-134,Aeroflot,0,Kaliningrad-Khrabrovo Airport (KGD),non
4829,29 Mar 1991,de Havilland Canada DHC-6 Twin Otter 300,International Red Cross,0,near Kuito,sub
4830,31 Mar 1991,Boeing 737,Air Algérie,0,Algiers-Houari Boumediene Airport (ALG),non
4831,31 Mar 1991,Vickers 745D Viscount,Intercontinental de Aviación,0,near Medellín-Enrique Olaya Herrera Airport (EOH),w/o
4832,4 Apr 1991,Douglas C-47B-15-DK (DC-3),Central Mountain Air Services,6,"Thutade Lake, BC",w/o
4833,5 Apr 1991,Embraer EMB-120RT Brasilia,Delta Connection,23,"3 km W of Brunswick-Glynco Jetport, GA (BQK)",dst
4834,8 Apr 1991,Beechcraft 99A Airliner,Sabourin Lake Airways,0,"Red Lake Airport, ON (YRL)",w/o
4835,18 Apr 1991,Dornier 228-212,Air Tahiti,10,1 km WNW off Nuku Hiva Airport (NHV),w/o
4836,26 Apr 1991,Lockheed P-3C Orion,Royal Australian Air Force - RAAF,1,ca 2km N off Cocos Islands Airport (CCK),w/o
4837,29 Apr 1991,Tupolev Tu-154,Aeroflot,0,Moscow,non
4838,30 Apr 1991,Hawker Siddeley HS-748-254 Srs. 2A,Calm Air International,0,"Brochet Airport, MB (YBT)",sub
4839,1 May 1991,IAI 1124A Westwind II,PGA Tour Investments,0,"Oxford-Waterbury Airport, CT (OXC)",w/o
4840,3 May 1991,Boeing 727-22QC,Ryan Airlines,0,"Hartford-Bradley International Airport, CT (BDL)",dst
4841,4 May 1991,GAF Nomad N.22BFP,Johnson Wax Company,0,"15 km from Bowling Green, KY",sub
4842,6 May 1991,Hawker Siddeley BH-125-400A,Franks Petroleum,0,"Shreveport, LA",w/o
4843,6 May 1991,Learjet 25B,Petrolift Aviation,0,"Shreveport, LA",sub
4844,6 May 1991,Cessna 501 Citation I/SP,Petrolift Aviation,0,"Shreveport, LA",sub
4845,8 May 1991,de Havilland Canada DHC-3 Otter,Harbour Air,0,"Cameron Lake, BC",sub
4846,9 May 1991,Fokker F-27 Friendship 600,Merpati Nusantara Airlines,13,15 km SE of Manado-Sam Ratulangi Airport (MDC),w/o
4847,10 May 1991,Douglas R4D-7 (DC-3),Four Star Air Cargo,2,Aguadilla-Borinquen Airport (BQN),w/o
4848,14 May 1991,Curtiss C-46A-55-CK Commando,Transportes Aéreos El Dorado,0,Beni Airport (BNC),w/o
4849,15 May 1991,Douglas C-47B (DC-3),ADES Colombia - Aerolineas del Este,13,ca 1 km N of Villavicencio-La Vanguardia Airport (VVC),w/o
4850,16 May 1991,Antonov An-8,MAP Kom na Amu MSZ,2,Irkutsk-2 Airport,w/o
4851,21 May 1991,Cessna 550 Citation II,Ashaka Cement Comp.,3,Bauchi Airport (BCU),w/o
4852,23 May 1991,Tupolev Tu-154B-1,"Aeroflot, Leningrad Civil Aviation Directorate",13,Leningrad-Pulkovo Airport (LED),w/o
4853,24 May 1991,Ilyushin Il-76TD,Metro Cargo,4,10 km S of Kermanshah Airport (KSH),w/o
4854,26 May 1991,Boeing 767-3Z9ER,Lauda Air,223,"5,6 km NNE of Phu Toey",dst
4855,27 May 1991,de Havilland Canada DHC-3 Otter,Cargair,1,"40 km N of Saint-Michel-des-Saints, QC",sub
4856,1 Jun 1991,Antonov An-2R,Privredna Avijacija Osijek,n/a,Slavonski Brod,w/o
4857,1 Jun 1991,GAF Nomad N.24A,Agape Flights,2,3 km off Matthewtown,w/o
4858,5 Jun 1991,Alenia G-222TCM,Aeronautica Militare Italiana - AMI,n/a,Pratica di Mare Air Base,w/o
4859,5 Jun 1991,Fokker F-27 Friendship 600,Sempati Air Transport,0,near Banyutanni,w/o
4860,7 Jun 1991,Douglas DC-3-201D,Victoria Air S.A.,0,near Puerto Plata-La Union Airport (POP),w/o
4861,9 Jun 1991,de Havilland Canada DHC-6 Twin Otter 300,Royal Nepal Airlines,0,Lukla Airport (LUA),w/o
4862,10 Jun 1991,Lockheed C-130A Hercules,Angola Air Charter,10,Luanda-4 de Fevereiro Airport (LAD),dst
4863,11 Jun 1991,Shijiazhuang Y-5,China Northwest Airlines,3,"Yinchuan, Ningxia Hui Autonomous Region",w/o
4864,13 Jun 1991,Antonov An-2R,Air Ukraine,1,near Perekopivka,w/o
4865,13 Jun 1991,Tupolev Tu-154,Aeroflot,0,Moscow,non
4866,13 Jun 1991,Boeing 727-281,Korean Air,0,Taegu Airport (TAE),w/o
4867,17 Jun 1991,Grumman G-1159 Gulfstream II,Castor Trading,4,"9,3 km W of Charallave-Óscar Machado Zuloaga Airport",w/o
4868,18 Jun 1991,Grumman HU-16E Albatross,Pacific Flying Fish,0,"between Santa Barbara, CA and Kahului, HI",w/o
4869,19 Jun 1991,Canadair CL-215-1A10,Gouvernement du Québec,2,"18 km W of Chute des Passes, QC",dst
4870,20 Jun 1991,de Havilland Canada DHC-6 Twin Otter 300,United Nations Development Programme - UNDP,0,"0,5 km SW of Simikot Airport (IMK)",sub
4871,20 Jun 1991,Douglas DC-6BF,Aerosucre Colombia,2,"1,5 km SW of Barranquilla-Ernesto Cortissoz International Airport (BAQ)",w/o
4872,21 Jun 1991,Aérospatiale SN.601 Corvette,Hidrowell,0,Santa Bárbara del Zulia-Las Delicias Airport (STB),w/o
4873,22 Jun 1991,Antonov An-2R,Yugavia,3,"6 km S of Sukhov-2-i, Mikhailovka district",w/o
4874,24 Jun 1991,Antonov An-2P,Aeroflot / Latvia,3,"near Razdolnoye, Uralsk region",w/o
4875,26 Jun 1991,BAC One-Eleven 402AP,Okada Air,4,6 km E of Sokoto Airport (SKO),w/o
4876,28 Jun 1991,Lockheed L-1011 TriStar 1,LTU,0,Düsseldorf Airport (DUS),w/o
4877,28 Jun 1991,Airbus A320-231,Adria Airways,0,Ljubljana-Brnik Airport (LJU),sub
4878,30 Jun 1991,Antonov An-2T,Krasnoyarsk Avia,2,35 km SW of Yartsevo,w/o
4879,1 Jul 1991,Learjet 25XR,New Creations,0,"Columbus-Port Columbus International Airport, OH (CMH)",sub
4880,2 Jul 1991,Learjet 23,Connie Kalitta Services,0,"Columbia-Maury County Airport, TN (MRC)",sub
4881,4 Jul 1991,de Havilland Canada DHC-6 Twin Otter 300,Helicol Colombia,3,near El Yopal,w/o
4882,8 Jul 1991,Boeing 707-323C,Southern Air Transport,0,"Denver International Airport, CO (DEN)",sub
4883,9 Jul 1991,CASA C-212 Aviocar 200,Aerochasqui,15,near Bellavista Airport (BLP),w/o
4884,10 Jul 1991,de Havilland Canada DHC-6 Twin Otter 300,Nepal Army Air Wing,3,near Surkhet Airport (SKH),dst
4885,10 Jul 1991,Beechcraft C99 Commuter,L'Express Airlines,13,"11 km SW of Birmingham Airport, AL (BHM)",dst
4886,11 Jul 1991,McDonnell Douglas DC-8-61,Nigeria Airways,261,"2,8 km S of Jeddah-King Abdulaziz International Airport (JED)",dst
4887,15 Jul 1991,Antonov An-2TP,Tyumenaviatrans,1,1 km from Uraj Airport (URJ),w/o
4888,22 Jul 1991,Learjet 23,Jetstream Inc.,3,"Detroit City Airport, MI (DET)",dst
4889,25 Jul 1991,Britten-Norman BN-2A-6 Islander,Vanair,9,near Olpoi,w/o
4890,25 Jul 1991,Fokker F-27 Friendship 400M,Air Algérie,0,In Guezzam Airport (INF),w/o
4891,6 Aug 1991,IRMA/Britten-Norman BN-2A-27 Islander,Avaiki Air,6,"14,5 km off Rarotonga Airport (RAR)",w/o
4892,6 Aug 1991,Canadair CL-215-1A10,SISAM - Società Italiana Servizi Aerei Mediterranei,2,Piano di Crixia (Savona),dst
4893,13 Aug 1991,Ilyushin Il-18V,Tarom,9,18 km from Uricani,w/o
4894,14 Aug 1991,Hawker Siddeley HS-748-232 Srs. 2A,Kelner Airways,0,"Big Trout Airport, ON (YTL)",w/o
4895,15 Aug 1991,Antonov An-26,Soviet Air Force,9,"ca 10 km NW of Petrel, Sakhalin Oblast",w/o
4896,15 Aug 1991,Fokker F-27 Friendship 100,Air Bissau,3,near Dori Airport (DOR),w/o
